scan_id,scan_type,angle_deg,pattern_id,label,capture_id,attempt,bracket_name,exposure_us,gain_db,pattern_filename,pattern_display_timestamp_pc_ms,capture_command_timestamp_pc_ms,camera_timestamp_ms,camera_frame_index,received_image_filename,final_filename,saturated_mask_filename,dark_mask_filename,size_bytes,status,error
hdr_16bit_save_all,object,0,20,Gray6_inv,47,1,long,40000,0.0,08_Gray6.bmp,1783323082994,1783323083335,1783323083344,47,exposures/pattern_020/long.png,pattern_020.png,hdr_masks/pattern_020_saturated.png,hdr_masks/pattern_020_dark.png,55992,ok,
hdr_16bit_save_all,object,0,9,Gray7,48,1,short,2500,0.0,09_Gray7.bmp,1783323083437,1783323083737,1783323083747,48,exposures/pattern_009/short.png,pattern_009.png,hdr_masks/pattern_009_saturated.png,hdr_masks/pattern_009_dark.png,98134,ok,
hdr_16bit_save_all,object,0,9,Gray7,49,1,mid,10000,0.0,09_Gray7.bmp,1783323083437,1783323083755,1783323083766,49,exposures/pattern_009/mid.png,pattern_009.png,hdr_masks/pattern_009_saturated.png,hdr_masks/pattern_009_dark.png,98113,ok,
hdr_16bit_save_all,object,0,9,Gray7,50,1,long,40000,0.0,09_Gray7.bmp,1783323083437,1783323083775,1783323083786,50,exposures/pattern_009/long.png,pattern_009.png,hdr_masks/pattern_009_saturated.png,hdr_masks/pattern_009_dark.png,97694,ok,
hdr_16bit_save_all,object,0,21,Gray7_inv,51,1,short,2500,0.0,09_Gray7.bmp,1783323083892,1783323084193,1783323084203,51,exposures/pattern_021/short.png,pattern_021.png,hdr_masks/pattern_021_saturated.png,hdr_masks/pattern_021_dark.png,98137,ok,
hdr_16bit_save_all,object,0,21,Gray7_inv,52,1,mid,10000,0.0,09_Gray7.bmp,1783323083892,1783323084205,1783323084222,52,exposures/pattern_021/mid.png,pattern_021.png,hdr_masks/pattern_021_saturated.png,hdr_masks/pattern_021_dark.png,98116,ok,
hdr_16bit_save_all,object,0,21,Gray7_inv,53,1,long,40000,0.0,09_Gray7.bmp,1783323083892,1783323084228,1783323084237,53,exposures/pattern_021/long.png,pattern_021.png,hdr_masks/pattern_021_saturated.png,hdr_masks/pattern_021_dark.png,97880,ok,
hdr_16bit_save_all,object,0,10,Sine_000,54,1,short,2500,0.0,10_Sine_000.bmp,1783323084332,1783323084634,1783323084651,54,exposures/pattern_010/short.png,pattern_010.png,hdr_masks/pattern_010_saturated.png,hdr_masks/pattern_010_dark.png,335124,ok,
hdr_16bit_save_all,object,0,10,Sine_000,55,1,mid,10000,0.0,10_Sine_000.bmp,1783323084332,1783323084669,1783323084678,55,exposures/pattern_010/mid.png,pattern_010.png,hdr_masks/pattern_010_saturated.png,hdr_masks/pattern_010_dark.png,335242,ok,
hdr_16bit_save_all,object,0,10,Sine_000,56,1,long,40000,0.0,10_Sine_000.bmp,1783323084332,1783323084690,1783323084699,56,exposures/pattern_010/long.png,pattern_010.png,hdr_masks/pattern_010_saturated.png,hdr_masks/pattern_010_dark.png,335108,ok,
hdr_16bit_save_all,object,0,11,Sine_090,57,1,short,2500,0.0,11_Sine_090.bmp,1783323084821,1783323085123,1783323085135,57,exposures/pattern_011/short.png,pattern_011.png,hdr_masks/pattern_011_saturated.png,hdr_masks/pattern_011_dark.png,232602,ok,
hdr_16bit_save_all,object,0,11,Sine_090,58,1,mid,10000,0.0,11_Sine_090.bmp,1783323084821,1783323085144,1783323085155,58,exposures/pattern_011/mid.png,pattern_011.png,hdr_masks/pattern_011_saturated.png,hdr_masks/pattern_011_dark.png,284000,ok,
hdr_16bit_save_all,object,0,11,Sine_090,59,1,long,40000,0.0,11_Sine_090.bmp,1783323084821,1783323085165,1783323085175,59,exposures/pattern_011/long.png,pattern_011.png,hdr_masks/pattern_011_saturated.png,hdr_masks/pattern_011_dark.png,283842,ok,
hdr_16bit_save_all,object,0,12,Sine_180,60,1,short,2500,0.0,12_Sine_180.bmp,1783323085285,1783323085586,1783323085593,60,exposures/pattern_012/short.png,pattern_012.png,hdr_masks/pattern_012_saturated.png,hdr_masks/pattern_012_dark.png,334722,ok,
hdr_16bit_save_all,object,0,12,Sine_180,61,1,mid,10000,0.0,12_Sine_180.bmp,1783323085285,1783323085605,1783323085618,61,exposures/pattern_012/mid.png,pattern_012.png,hdr_masks/pattern_012_saturated.png,hdr_masks/pattern_012_dark.png,334824,ok,
hdr_16bit_save_all,object,0,12,Sine_180,62,1,long,40000,0.0,12_Sine_180.bmp,1783323085285,1783323085629,1783323085638,62,exposures/pattern_012/long.png,pattern_012.png,hdr_masks/pattern_012_saturated.png,hdr_masks/pattern_012_dark.png,334761,ok,
hdr_16bit_save_all,object,0,13,Sine_270,63,1,short,2500,0.0,13_Sine_270.bmp,1783323085755,1783323086059,1783323086072,63,exposures/pattern_013/short.png,pattern_013.png,hdr_masks/pattern_013_saturated.png,hdr_masks/pattern_013_dark.png,232246,ok,
hdr_16bit_save_all,object,0,13,Sine_270,64,1,mid,10000,0.0,13_Sine_270.bmp,1783323085755,1783323086088,1783323086099,64,exposures/pattern_013/mid.png,pattern_013.png,hdr_masks/pattern_013_saturated.png,hdr_masks/pattern_013_dark.png,283976,ok,
hdr_16bit_save_all,object,0,13,Sine_270,65,1,long,40000,0.0,13_Sine_270.bmp,1783323085755,1783323086109,1783323086120,65,exposures/pattern_013/long.png,pattern_013.png,hdr_masks/pattern_013_saturated.png,hdr_masks/pattern_013_dark.png,283842,ok,
